Uuid,Void/Retire,Fully specified name:en,Short name:en,Description:en,...,_version:1,_order:17,Data class,Data type,Answers
0a7d2258-6737-4d22-8958-0e22f17f68c9,,Side effects of medications,,,,,,Question,Coded,"Dry Eyes ;
Dry Mouth ;
Increased Appetite ;
Drowsiness ;
Blurred Vision ;
Weight gain ;
Psychosexual dysfunction., unspec. ; 
Constipation ;
Palpitations ;
Dizziness ;
Hypotension,Orthostatic ;
Weakness ; 
Muscle Rigidity ; 
Rubral Tremors ; 
Restless legs syndrome ; 
Tardive Dyskinesia"
ba297bbd-b4ca-40cd-be82-6299edabb08d,,Feedback from carer,,,,,,Question,Text,
544cb5e4-eef5-4ae1-9c83-89bd74fd2c4d,,Comment on social and occupational functioning,,,,,,Question,Text,
135436BBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,,WHODAS,WHO Disability Assessment Schedule 2.0 Score,,,,,Question,Numeric,
c673bf1d-f09b-44e1-a180-0766b844ae80,,Overall assessment of risk,,,,,,Question,Coded,Low Risk ; Moderate Risk ; High Risk
844528d1-48d7-447d-ba5b-00ab54835e06,,No Changes,,,,,,Misc,N/A,
988e4f1a-0b56-4bf6-927e-c6bcf3e7b4ad,,Arrange OPD Review,,,,,,Misc,N/A,
669ddb23-9cb9-4171-9e33-bf8acdd26453,,Arrange MHA assessment,,,,,,Misc,N/A,
4400f84d-c570-4073-8ad1-7acfd55a0960,,Refer To psychologist,,,,,,Misc,N/A,
5d8fe310-0b59-42b1-9b3a-004c817fa06c,,Refer To Social Services,,,,,,Misc,N/A,
37740a7a-1fc4-4f68-aefb-2b70182a22cb,,Refer To Occupational Therapist,,,,,,Misc,N/A,
aaeaa0c1-0608-49c0-b5ae-b54b51f8c597,,Require Intensive Home Support,,,,,,Misc,N/A,
c1d87a0b-d63b-4a7a-b3a0-2670bcfb42a3,,Refer To Medical Assessment,,,,,,Misc,N/A,
00ad0601-b220-40e7-9b48-c0fe0bb86238,,Other coutcomes (Please specify),Please Specify,,,,,Misc,N/A,
5c752cab-97e0-49d1-a0b7-6aa433f1dd9e,,Outcome of follow-up assessment,,,,,,Question,Coded,"No Changes ;
Arrange OPD Review ; 
Arrange MHA assessment ; 
Refer To psychologist ; 
Refer To Social Services ; 
Refer To Occupational Therapist ; 
Require Intensive Home Support ; 
Refer To Medical Assessment ; 
Other coutcomes (Please specify)"
00ad0601-b220-40e7-9b48-c0fe0bb86212,,Specify Other coutcomes (Please specify),Specify,,,,,Question,Text,
00ad0601-b220-40e7-9b48-c0fe0bb86223,"",Follow up Assessment,"","","","","",Misc,N/A,""
