Uuid,Void/Retire,Fully specified name:en,Short name:en,Same as mappings,Description:en,...,_version:1,_order:120,Data class,Data type,Answers
a51e2bfd-55d3-444d-8be1-4de239a42027,," Other bacterial diseases, not elsewhere classified","[A48] Other bacterial diseases, not elsewhere classified",ICD 10 - WHO:A48,,,,,Diagnosis,N/A,
bb34ee04-39e3-4176-b2a6-3fa32d6a2269,," Bacterial infection of unspecified site",[A49] Bacterial infection of unspecified site,ICD 10 - WHO:A49,,,,,Diagnosis,N/A,
d4a268e0-b00a-47f1-8f70-c7f77968f534,," Congenital syphilis",[A50] Congenital syphilis,ICD 10 - WHO:A50,,,,,Diagnosis,N/A,
4c51be57-b9df-44d4-83d0-fe4dfa9a47f1,," Early syphilis",[A51] Early syphilis,ICD 10 - WHO:A51,,,,,Diagnosis,N/A,
975daf6e-2dd2-48b2-b34b-1049603dcd8b,," Late syphilis",[A52] Late syphilis,ICD 10 - WHO:A52,,,,,Diagnosis,N/A,
b386e7dd-e1ae-4704-b38b-e10a710f95dc,," Other and unspecified syphilis",[A53] Other and unspecified syphilis,ICD 10 - WHO:A53,,,,,Diagnosis,N/A,
52305d9a-b3b6-47ed-9cd1-b05ca9988e74,," Gonococcal infection",[A54] Gonococcal infection,ICD 10 - WHO:A54,,,,,Diagnosis,N/A,
24927a3c-483f-46c0-9064-c712f62cd6af,," Chlamydial lymphogranuloma (venereum)",[A55] Chlamydial lymphogranuloma (venereum),ICD 10 - WHO:A55,,,,,Diagnosis,N/A,
d68cbd5d-8c07-4433-a4d1-50347f404856,," Other sexually transmitted chlamydial diseases",[A56] Other sexually transmitted chlamydial diseases,ICD 10 - WHO:A56,,,,,Diagnosis,N/A,
39ed16c4-a601-4a3d-94f7-20f5793038ae,," Chancroid",[A57] Chancroid,ICD 10 - WHO:A57,,,,,Diagnosis,N/A,
94be2cd6-001f-42d6-a8b3-cdac81e6b8ba,," Granuloma inguinale",[A58] Granuloma inguinale,ICD 10 - WHO:A58,,,,,Diagnosis,N/A,
ad6c405e-4c00-4c76-a31a-882fe0534ce2,," Trichomoniasis",[A59] Trichomoniasis,ICD 10 - WHO:A59,,,,,Diagnosis,N/A,
ccfe6c3f-da4b-411f-b5b4-220dabf80fdc,," Anogenital herpesviral [herpes simplex] infections",[A60] Anogenital herpesviral [herpes simplex] infections,ICD 10 - WHO:A60,,c,,,Diagnosis,N/A,
aeac4009-da33-44c4-aa6e-2c75e56b7ffd,," Other predominantly sexually transmitted diseases, not elsewhere classified","[A63] Other predominantly sexually transmitted diseases, not elsewhere classified",ICD 10 - WHO:A63,,,,,Diagnosis,N/A,
2ffe9058-42c9-46ff-ae43-47971e93f7d3,," Unspecified sexually transmitted disease",[A64] Unspecified sexually transmitted disease,ICD 10 - WHO:A64,,,,,Diagnosis,N/A,
4eccfdc8-1b46-429e-adf2-43c327ca1244,," Nonvenereal syphilis",[A65] Nonvenereal syphilis,ICD 10 - WHO:A65,,,,,Diagnosis,N/A,
d5ebf74b-fa4c-4396-8206-fedc0b86ad72,," Yaws",[A66] Yaws,ICD 10 - WHO:A66,,,,,Diagnosis,N/A,
da32522c-e177-455e-8f2d-2e8f0c10b20d,," Pinta [carate]",[A67] Pinta [carate],ICD 10 - WHO:A67,,,,,Diagnosis,N/A,
f5e6d6d3-fc6b-4dc2-abd4-3288e4673524,," Relapsing fevers",[A68] Relapsing fevers,ICD 10 - WHO:A68,,,,,Diagnosis,N/A,
5c0586e0-5506-443d-aa4f-da4079af9ad2,," Other spirochetal infections",[A69] Other spirochetal infections,ICD 10 - WHO:A69,,,,,Diagnosis,N/A,
f137280d-910b-47ce-af1c-751d4fa4931b,," Chlamydia psittaci infections",[A70] Chlamydia psittaci infections,ICD 10 - WHO:A70,,,,,Diagnosis,N/A,
aead8778-e046-44b1-9182-99d7898f397f,," Trachoma",[A71] Trachoma,ICD 10 - WHO:A71,,,,,Diagnosis,N/A,
1c65d3a8-7312-45cb-acfb-1acaccf565ca,," Other diseases caused by chlamydiae",[A74] Other diseases caused by chlamydiae,ICD 10 - WHO:A74,,,,,Diagnosis,N/A,
f8cbf7d7-dfd4-4115-b48b-36b3e90aa83c,," Typhus fever",[A75] Typhus fever,ICD 10 - WHO:A75,,,,,Diagnosis,N/A,
fec13187-ac16-43ee-959c-09a73117af92,," Spotted fever [tick-borne rickettsioses]",[A77] Spotted fever [tick-borne rickettsioses],ICD 10 - WHO:A77,,,,,Diagnosis,N/A,
176f406d-1a46-4a30-8446-eec65a1f0aea,," Q fever",[A78] Q fever,ICD 10 - WHO:A78,,,,,Diagnosis,N/A,
d824fb25-8a70-4092-93f3-29f67a6ac043,," Other rickettsioses",[A79] Other rickettsioses,ICD 10 - WHO:A79,,,,,Diagnosis,N/A,
1bd7557a-e480-4684-9f05-d704ce7fe7fa,," Acute poliomyelitis ","[A80] Acute poliomyelitis ",ICD 10 - WHO:A80,,,,,Diagnosis,N/A,
5b68e7f4-ca80-4fd8-acdb-7bf47de21d30,," Atypical virus infections of central nervous system ","[A81] Atypical virus infections of central nervous system ",ICD 10 - WHO:A81,,,,,Diagnosis,N/A,
d7cc82ad-8b28-45fa-aacd-27a4f0dd806f,," Rabies ","[A82] Rabies ",ICD 10 - WHO:A82,,,,,Diagnosis,N/A,
c0147e51-2d28-49fb-95a2-3abbef6aae46,," Mosquito-borne viral encephalitis ","[A83] Mosquito-borne viral encephalitis ",ICD 10 - WHO:A83,,,,,Diagnosis,N/A,
21478e07-948e-47f6-84f8-ab8991b7ad64,," Tick-borne viral encephalitis ","[A84] Tick-borne viral encephalitis ",ICD 10 - WHO:A84,,,,,Diagnosis,N/A,
30b5ca07-621e-4287-a588-462ad6ebcbff,," Other viral encephalitis, not elsewhere classified ","[A85] Other viral encephalitis, not elsewhere classified ",ICD 10 - WHO:A85,,,,,Diagnosis,N/A,
131130eb-b8a5-474c-b5f7-b869833f9c25,," Unspecified viral encephalitis ","[A86] Unspecified viral encephalitis ",ICD 10 - WHO:A86,,,,,Diagnosis,N/A,
721102c3-2e86-4535-9ba3-fd0c08163ac8,," Viral meningitis ","[A87] Viral meningitis ",ICD 10 - WHO:A87,,,,,Diagnosis,N/A,
75b78ce2-d764-40ba-b4bb-dc3df4a5ad5c,," Other viral infections of central nervous system, not elsewhere classified ","[A88] Other viral infections of central nervous system, not elsewhere classified ",ICD 10 - WHO:A88,,,,,Diagnosis,N/A,
24330cb8-6164-4ddd-bdc2-12a840a66c4e,," Unspecified viral infection of central nervous system ","[A89] Unspecified viral infection of central nervous system ",ICD 10 - WHO:A89,,,,,Diagnosis,N/A,
0584013f-6a26-457d-bf3a-33d116368016,," Dengue fever [classical dengue] ","[A90] Dengue fever [classical dengue] ",ICD 10 - WHO:A90,,,,,Diagnosis,N/A,
0d701182-7500-4249-8827-0e479259927e,," Dengue hemorrhagic fever ","[A91] Dengue hemorrhagic fever ",ICD 10 - WHO:A91,,,,,Diagnosis,N/A,
fb98023d-a797-45af-a478-b69711eb6897,," Other mosquito-borne viral fevers ","[A92] Other mosquito-borne viral fevers ",ICD 10 - WHO:A92,,,,,Diagnosis,N/A,
caa9edf3-309d-4c5e-8873-256a93240a42,," Other arthropod-borne viral fevers, not elsewhere classified ","[A93] Other arthropod-borne viral fevers, not elsewhere classified ",ICD 10 - WHO:A93,,,,,Diagnosis,N/A,
8e34ac8d-92f4-4efe-93d7-c76236956657,," Unspecified arthropod-borne viral fever ","[A94] Unspecified arthropod-borne viral fever ",ICD 10 - WHO:A94,,,,,Diagnosis,N/A,
a28a1054-ed5b-4cc5-85d6-5f93fc6b7cbc,," Yellow fever ","[A95] Yellow fever ",ICD 10 - WHO:A95,,,,,Diagnosis,N/A,
fbe335dd-79db-4d01-9a2a-5478f517923b,," Arenaviral hemorrhagic fever ","[A96] Arenaviral hemorrhagic fever ",ICD 10 - WHO:A96,,,,,Diagnosis,N/A,
750a0946-0667-4c17-a97a-cc3e4a927859,," Other viral hemorrhagic fevers, not elsewhere classified ","[A98] Other viral hemorrhagic fevers, not elsewhere classified ",ICD 10 - WHO:A98,,,,,Diagnosis,N/A,
80129d13-a8d5-49fe-8194-0e6656f72423,," Unspecified viral hemorrhagic fever ","[A99] Unspecified viral hemorrhagic fever ",ICD 10 - WHO:A99,,,,,Diagnosis,N/A,
9c65304b-b0b9-45e8-ac6f-205a0d8d0d76,," Herpesviral [herpes simplex] infections ","[B00] Herpesviral [herpes simplex] infections ",ICD 10 - WHO:B00,,,,,Diagnosis,N/A,
1af61481-7561-43a8-a4e5-9b8f89e5e076,," Varicella [chickenpox] ","[B01] Varicella [chickenpox] ",ICD 10 - WHO:B01,,,,,Diagnosis,N/A,
afecf79f-c725-46ec-8ffc-8ee4164a1d4c,," Zoster [herpes zoster] ","[B02] Zoster [herpes zoster] ",ICD 10 - WHO:B02,,,,,Diagnosis,N/A,
312b1c0e-6828-4f20-950a-92877470baa6,," Smallpox ","[B03] Smallpox ",ICD 10 - WHO:B03,,,,,Diagnosis,N/A,
9a69f913-0052-4a40-937e-a8ce45c7a338,," Monkeypox ","[B04] Monkeypox ",ICD 10 - WHO:B04,,,,,Diagnosis,N/A,
4030451c-1365-40a7-b024-0c7278daab7c,," Rubella [German measles] ","[B06] Rubella [German measles] ",ICD 10 - WHO:B06,,,,,Diagnosis,N/A,
b08a67c5-1466-4e9d-8b3b-bbcbbf5451e1,," Viral warts ","[B07] Viral warts ",ICD 10 - WHO:B07,,,,,Diagnosis,N/A,
15283242-4c0e-4cf3-83fd-15d7691f963a,," Other viral infections characterized by skin and mucous membrane lesions, NEC","[B08] Other viral infections characterized by skin and mucous membrane lesions, NEC",ICD 10 - WHO:B08,,,,,Diagnosis,N/A,
9762df95-d5f9-4fe4-ac94-7c5082b4e315,," Unspecified viral infection characterized by skin and mucous membrane lesions ","[B09] Unspecified viral infection characterized by skin and mucous membrane lesions ",ICD 10 - WHO:B09,,,,,Diagnosis,N/A,
748251d4-905b-418b-a224-dddb2245ce6e,," Acute hepatitis A ","[B15] Acute hepatitis A ",ICD 10 - WHO:B15,,,,,Diagnosis,N/A,
06244bc1-ee4c-44e2-bab4-08798682919c,," Acute hepatitis B ","[B16] Acute hepatitis B ",ICD 10 - WHO:B16,,,,,Diagnosis,N/A,
e37e298c-d674-4d9e-b3f8-6070629260fb,," Other acute viral hepatitis ","[B17] Other acute viral hepatitis ",ICD 10 - WHO:B17,,,,,Diagnosis,N/A,
c2fc1846-4555-46f3-89d1-88ceff9d4a23,," Chronic viral hepatitis ","[B18] Chronic viral hepatitis ",ICD 10 - WHO:B18,,,,,Diagnosis,N/A,
59ba1b1f-2cce-4472-b733-e7eccc9e33ac,," Unspecified viral hepatitis ","[B19] Unspecified viral hepatitis ",ICD 10 - WHO:B19,,,,,Diagnosis,N/A,
4ee39662-c4f1-49d5-b2a9-e2dcd8e0c9be,," Human immunodeficiency virus [HIV] disease ","[B20] Human immunodeficiency virus [HIV] disease ",ICD 10 - WHO:B20,,,,,Diagnosis,N/A,
5e0922dd-5e0d-455d-88b7-b8cd002b5f4d,," Cytomegaloviral disease ","[B25] Cytomegaloviral disease ",ICD 10 - WHO:B25,,,,,Diagnosis,N/A,
1653d08d-baa2-4e68-868f-a75f31348d2b,," Mumps ","[B26] Mumps ",ICD 10 - WHO:B26,,,,,Diagnosis,N/A,
7e5a3bc8-0e51-4621-9ebd-a209582d87ea,," Viral conjunctivitis ","[B30] Viral conjunctivitis ",ICD 10 - WHO:B30,,,,,Diagnosis,N/A,
4955fb37-de84-4bc2-b8f6-af287754fb99,," Other viral diseases, not elsewhere classified ","[B33] Other viral diseases, not elsewhere classified ",ICD 10 - WHO:B33,,,,,Diagnosis,N/A,
88d8f6af-14b4-44fd-a436-bf8b77b67c96,," Viral infection of unspecified site ","[B34] Viral infection of unspecified site ",ICD 10 - WHO:B34,,,,,Diagnosis,N/A,
5f6aaff4-a0ba-4948-b837-0bc8f240cd22,," Other superficial mycoses ","[B36] Other superficial mycoses ",ICD 10 - WHO:B36,,,,,Diagnosis,N/A,
6a2370a8-6d0c-4f15-b277-4520ce3b364e,," Candidiasis ","[B37] Candidiasis ",ICD 10 - WHO:B37,,,,,Diagnosis,N/A,
04a745d5-5e80-4cf3-bd83-8fc31a106ca9,," Coccidioidomycosis ","[B38] Coccidioidomycosis ",ICD 10 - WHO:B38,,,,,Diagnosis,N/A,
6c92ed56-30c5-44ae-938a-ad9f4d223dd0,," Histoplasmosis ","[B39] Histoplasmosis ",ICD 10 - WHO:B39,,,,,Diagnosis,N/A,
bfbe610b-a186-48a9-866a-3b2b80c183b6,," Blastomycosis ","[B40] Blastomycosis ",ICD 10 - WHO:B40,,,,,Diagnosis,N/A,
a69b3c58-306d-48fe-a9c6-6a23bf764556,," Paracoccidioidomycosis ","[B41] Paracoccidioidomycosis ",ICD 10 - WHO:B41,,,,,Diagnosis,N/A,
5e901b8d-ef18-4a25-b69a-c8f96151c0b8,," Sporotrichosis ","[B42] Sporotrichosis ",ICD 10 - WHO:B42,,,,,Diagnosis,N/A,
59ab4560-e568-4bd7-a217-8be91015b476,," Chromomycosis and pheomycotic abscess ","[B43] Chromomycosis and pheomycotic abscess ",ICD 10 - WHO:B43,,,,,Diagnosis,N/A,
10bebcaa-7d89-46b8-a290-1360f17e4221,," Aspergillosis ","[B44] Aspergillosis ",ICD 10 - WHO:B44,,,,,Diagnosis,N/A,
2a888775-af30-48ae-bce0-4b2017b97e2a,," Cryptococcosis ","[B45] Cryptococcosis ",ICD 10 - WHO:B45,,,,,Diagnosis,N/A,
bba19833-0409-4d3f-8031-ad1e79a50d22,," Zygomycosis ","[B46] Zygomycosis ",ICD 10 - WHO:B46,,,,,Diagnosis,N/A,
9e417101-513c-439a-87e7-e079e59d3c44,," Mycetoma ","[B47] Mycetoma ",ICD 10 - WHO:B47,,,,,Diagnosis,N/A,
3f7e7d56-7ee5-427b-99a3-60df3dd97350,," Other mycoses, not elsewhere classified ","[B48] Other mycoses, not elsewhere classified ",ICD 10 - WHO:B48,,,,,Diagnosis,N/A,
a52e8466-b460-44ae-b2ee-60eb0bdf9aa7,," Unspecified mycosis ","[B49] Unspecified mycosis ",ICD 10 - WHO:B49,,,,,Diagnosis,N/A,
2cbe5126-d2a0-4fc8-a70c-2faaac7be22c,," Plasmodium falciparum malaria with cerebral complications",[B50.0] Plasmodium falciparum malaria with cerebral complications,ICD 10 - WHO:B50.0,,,,,Diagnosis,N/A,
47b4a50c-eed6-4c0c-9193-0933fc2f38e4,," Other severe and complicated Plasmodium falciparum malaria",[B50.8] Other severe and complicated Plasmodium falciparum malaria,ICD 10 - WHO:B50.8,,,,,Diagnosis,N/A,
af936929-771d-4811-a299-caad7677ba81,," Plasmodium falciparum malaria, unspecified","[B50.9] Plasmodium falciparum malaria, unspecified",ICD 10 - WHO:B50.9,,,,,Diagnosis,N/A,
8f518e52-467a-412c-b69e-2de2a0a6cd7e,," Plasmodium falciparum malaria",[B50] Plasmodium falciparum malaria,ICD 10 - WHO:B50,,,,,Diagnosis,N/A,
8f748e23-24ce-451e-9d74-986af03623f4,," Plasmodium vivax malaria ","[B51] Plasmodium vivax malaria ",ICD 10 - WHO:B51,,,,,Diagnosis,N/A,
5164ed18-1366-4bce-b307-855279f1cac2,," Plasmodium malariae malaria ","[B52] Plasmodium malariae malaria ",ICD 10 - WHO:B52,,,,,Diagnosis,N/A,
a5c00e15-48e6-4f01-8e5e-d504cc551879,," Other specified malaria ","[B53] Other specified malaria ",ICD 10 - WHO:B53,,,,,Diagnosis,N/A,
2178c6da-a238-4464-bbf1-cbb59228e874,," Unspecified malaria ","[B54] Unspecified malaria ",ICD 10 - WHO:B54,,,,,Diagnosis,N/A,
19fde6d2-0ea6-4877-b315-99f9881e43c2,," Visceral leishmaniasis",[B55.0] Visceral leishmaniasis,ICD 10 - WHO:B55.0,,,,,Diagnosis,N/A,
ce44dfbb-2922-4693-a7ef-a7507b05e475,," Cutaneous leishmaniasis",[B55.1] Cutaneous leishmaniasis,ICD 10 - WHO:B55.1,,,,,Diagnosis,N/A,
5c317ddc-e707-4b61-a943-106c049556cd,," Mucocutaneous leishmaniasis",[B55.2] Mucocutaneous leishmaniasis,ICD 10 - WHO:B55.2,,,,,Diagnosis,N/A,
d80ffe71-fb4d-4387-bc44-bf37ae811abe,," Leishmaniasis, unspecified","[B55.9] Leishmaniasis, unspecified",ICD 10 - WHO:B55.9,,,,,Diagnosis,N/A,
9c91e9bb-549b-4136-80e3-afaf1d99b102,," Leishmaniasis",[B55] Leishmaniasis,ICD 10 - WHO:B55,,c,,,Diagnosis,N/A,
7aed40ef-ab24-438b-8a5f-1e13cd7a8696,," Gambiense trypanosomiasis",[B56.0] Gambiense trypanosomiasis,ICD 10 - WHO:B56.0,,,,,Diagnosis,N/A,
3d9147bb-18c8-4d4d-b1aa-dd36953f2ac1,," Rhodesiense trypanosomiasis",[B56.1] Rhodesiense trypanosomiasis,ICD 10 - WHO:B56.1,,,,,Diagnosis,N/A,
0cdc3f3b-d47d-47ab-92be-2bd2a71f8b73,," African trypanosomiasis, unspecified","[B56.9] African trypanosomiasis, unspecified",ICD 10 - WHO:B56.9,,,,,Diagnosis,N/A,
6a894c26-3a30-4db5-bef6-240af3527411,," African trypanosomiasis",[B56] African trypanosomiasis,ICD 10 - WHO:B56,,c,,,Diagnosis,N/A,
5d6377de-818d-40c2-83ea-5d1362952897,," Acute Chagas' disease with heart involvement",[B57.0] Acute Chagas' disease with heart involvement,ICD 10 - WHO:B57.0,,,,,Diagnosis,N/A,
f75ad291-fa9d-4546-bae3-fdd45757629c,," Acute Chagas' disease without heart involvement",[B57.1] Acute Chagas' disease without heart involvement,ICD 10 - WHO:B57.1,,,,,Diagnosis,N/A,
6ae0fb5a-3abd-4699-bd76-4114a71cbd44,," Chagas' disease (chronic) with heart involvement",[B57.2] Chagas' disease (chronic) with heart involvement,ICD 10 - WHO:B57.2,,,,,Diagnosis,N/A,
a3da946e-e8f1-4a71-aff0-cd0499034ea0,," Chagas' disease (chronic) with digestive system involvement",[B57.3] Chagas' disease (chronic) with digestive system involvement,ICD 10 - WHO:B57.3,,,,,Diagnosis,N/A,
2aad8f81-f718-46fb-8fc3-ff06770f1771,," Chagas' disease with digestive system involvement, unspecified","[B57.30] Chagas' disease with digestive system involvement, unspecified",ICD 10 - WHO:B57.30,,,,,Diagnosis,N/A,
3e0f0e56-1b7c-4e99-9a40-0ec585113444,," Megaesophagus in Chagas' disease",[B57.31] Megaesophagus in Chagas' disease,ICD 10 - WHO:B57.31,,,,,Diagnosis,N/A,
5b49b442-4147-4e1e-b33b-2d4b5a8ae827,," Megacolon in Chagas' disease",[B57.32] Megacolon in Chagas' disease,ICD 10 - WHO:B57.32,,,,,Diagnosis,N/A,
437f0db7-eb5b-4725-9789-719692dc5b5a,," Other digestive system involvement in Chagas' disease",[B57.39] Other digestive system involvement in Chagas' disease,ICD 10 - WHO:B57.39,,,,,Diagnosis,N/A,
e5c861c1-0e3a-4d0e-92e3-5763a96fcf52,," Chagas' disease (chronic) with nervous system involvement",[B57.4] Chagas' disease (chronic) with nervous system involvement,ICD 10 - WHO:B57.4,,,,,Diagnosis,N/A,
fb127a2d-df2c-4be1-907c-eeffc8e607d8,," Chagas' disease with nervous system involvement, unspecified","[B57.40] Chagas' disease with nervous system involvement, unspecified",ICD 10 - WHO:B57.40,,,,,Diagnosis,N/A,
e6064fc2-8855-4b10-a273-9a6741797ec4,," Meningitis in Chagas' disease",[B57.41] Meningitis in Chagas' disease,ICD 10 - WHO:B57.41,,,,,Diagnosis,N/A,
089c99f6-4429-4e28-ae03-4cec6d19e18f,," Meningoencephalitis in Chagas' disease",[B57.42] Meningoencephalitis in Chagas' disease,ICD 10 - WHO:B57.42,,,,,Diagnosis,N/A,
b9a84105-8811-4f7e-b992-b33d391bc270,," Other nervous system involvement in Chagas' disease",[B57.49] Other nervous system involvement in Chagas' disease,ICD 10 - WHO:B57.49,,,,,Diagnosis,N/A,
958876ec-49ad-411b-8d5f-34acbdf25005,," Chagas' disease (chronic) with other organ involvement",[B57.5] Chagas' disease (chronic) with other organ involvement,ICD 10 - WHO:B57.5,,,,,Diagnosis,N/A,
91e5d9a9-2a27-4702-aa4b-f85e002db849,," Chagas' disease",[B57] Chagas' disease,ICD 10 - WHO:B57,,c,,,Diagnosis,N/A,
44358a2a-3f71-4115-b4c5-8ba578b136fb,," Toxoplasma oculopathy",[B58.0] Toxoplasma oculopathy,ICD 10 - WHO:B58.0,,,,,Diagnosis,N/A,
d3e651e0-73d4-4e86-9a04-a9ebe077e9ea,," Toxoplasma chorioretinitis",[B58.01] Toxoplasma chorioretinitis,ICD 10 - WHO:B58.01,,,,,Diagnosis,N/A,
d8a2bede-446c-493f-83c2-4ef5230e4760,," Other toxoplasma oculopathy",[B58.09] Other toxoplasma oculopathy,ICD 10 - WHO:B58.09,,,,,Diagnosis,N/A,
7a3a13a7-5895-46dd-b721-f89ba9c6b577,," Toxoplasma hepatitis",[B58.1] Toxoplasma hepatitis,ICD 10 - WHO:B58.1,,,,,Diagnosis,N/A,
a3dd2a92-d70a-46b5-9d14-76f4d521f97d,," Toxoplasma meningoencephalitis",[B58.2] Toxoplasma meningoencephalitis,ICD 10 - WHO:B58.2,,,,,Diagnosis,N/A,
6771d9cf-fb7b-44b8-9eb9-87aca4d25910,," Pulmonary toxoplasmosis",[B58.3] Pulmonary toxoplasmosis,ICD 10 - WHO:B58.3,,,,,Diagnosis,N/A,
4dd7d07d-6a56-4322-968c-7c8ec3b446a3,," Toxoplasmosis with other organ involvement",[B58.8] Toxoplasmosis with other organ involvement,ICD 10 - WHO:B58.8,,,,,Diagnosis,N/A,
