Uuid,Void/Retire,Fully specified name:en,Short name:en,Description:en,...,_version:1,_order:152,Data class,Data type,Answers
ad46b2c6-831f-4764-8b95-3e3c601f7043,,Beclomethasone Ointment 0.025%,Beclomethasone Ointment 0.025%,,,,,Misc,N/A,
8d5243cb-db40-496b-916c-5eb2d0f4a1a2,,"Sodium Thiosulphate Camical 500gm ","Sodium Thiosulphate Camical 500gm ",,,,,Misc,N/A,
76bf1046-8961-4955-8fc2-fc736205a16a,,Placentrex Cream 20gm,Placentrex Cream 20gm,,,,,Misc,N/A,
b52f0207-9202-4373-a51d-67b04bc821d6,,"Ciprofloxacin 0.3% Eye/Ear Drop 10ml ","Ciprofloxacin 0.3% Eye/Ear Drop 10ml ",,,,,Misc,N/A,
0c4fda11-8ce9-46ec-9010-6b260ee4f49c,,"Clotrimazole+Lignocaine 1%+2% Ear Drop ","Clotrimazole+Lignocaine 1%+2% Ear Drop ",,,,,Misc,N/A,
99528b91-0e09-4dfa-834b-450998cbaac3,,"Metronidazole 1% 20g ","Metronidazole 1% 20g ",,,,,Misc,N/A,
a0b0fced-d4df-4e4b-a514-c9c7cde65229,,Lignocaine Hydrochloride  2% Jelly,Lignocaine Hydrochloride  2% Jelly,,,,,Misc,N/A,
b9872b67-a62a-43fb-a0ff-1d91e481498c,,"Paracetamol 60ml ","Paracetamol 60ml ",,,,,Misc,N/A,
0840b045-96a2-4bb0-9178-2166f760884a,,"Paracetamol 2ml ","Paracetamol 2ml ",,,,,Misc,N/A,
6c3293af-b8b6-4f44-83f6-777571613099,,"Paracetamol 4.5 Litre ","Paracetamol 4.5 Litre ",,,,,Misc,N/A,
c7c25ebb-9650-4c2d-b063-f40025814b4c,,Povidone Iodine Ointment 5%,Povidone Iodine Ointment 5%,,,,,Misc,N/A,
2e418c31-68d4-4ddf-8589-9929d455a716,,"Povidone Iodine 15g ","Povidone Iodine 15g ",,,,,Misc,N/A,
b0b337ad-274d-40fa-a078-f560751d7b7e,,"Vitamin B-Complex ","Vitamin B-Complex ",,,,,Misc,N/A,
ae41ed29-84b7-4f75-9214-4f2e675c884a,,Rifampicin 600 mg,Rifampicin 600 mg,,,,,Misc,N/A,
1cfb8715-04f7-49aa-b901-0e2063e8ddac,,Isoniazid 300 mg,Isoniazid 300 mg,,,,,Misc,N/A,
98a5ce35-e309-402d-b99d-c1e38c91e2b3,,Isoniazid 100mg/5ml,Isoniazid 100mg/5ml,,,,,Misc,N/A,
4eee71eb-bee9-4d29-8c60-e1edd95cfca9,,Ethambutol 1200 mg,Ethambutol 1200 mg,,,,,Misc,N/A,
d129ee00-3100-4f8c-8bb2-0f017f4bdc26,,Pyrazinamide 500mg,Pyrazinamide 500mg,,,,,Misc,N/A,
3fcef545-99c9-481e-beaf-77b927f47503,,"Metformin 500mg ","Metformin 500mg ",,,,,Misc,N/A,
d8b01473-a9b1-49a1-87bf-f52befda0825,,"Metformin 1000mg ","Metformin 1000mg ",,,,,Misc,N/A,
c0e542b2-4e73-4316-a9b2-0a192be8fbbe,,"Glipizide 5mg ","Glipizide 5mg ",,,,,Misc,N/A,
771dc73e-fe3f-4099-b1d9-0f3c67123664,,Pioglitazone  15mg,Pioglitazone  15mg,,,,,Misc,N/A,
0bb2108c-18fa-4560-ad14-bca361970a00,,"Aceclofenac 100mg ","Aceclofenac 100mg ",,,,,Misc,N/A,
7438e9d6-6932-4d5a-9bee-480578edd5f4,,"Acyclovir Cream 0.3% ","Acyclovir Cream 0.3% ",,,,,Misc,N/A,
7438e9d6-6932-4d5a-9bee-480578edd5f4,,"Acyclovir Cream 0.3% ","Acyclovir Cream 0.3% ",,,,,Misc,N/A,
62e9140f-fde1-4707-99dc-eefe3a99c29a,,"Acyclovir 200mg ","Acyclovir 200mg ",,,,,Misc,N/A,
32582e17-53d4-4c4b-89b1-32c0095f0123,,Acyclovir Oral Suspension 200mg/5ml,Acyclovir Oral Suspension 200mg/5ml,,,,,Misc,N/A,
b8f420ef-26f5-4cd2-a9a8-4e46605e0a8f,,"Acyclovir Cream 5% ","Acyclovir Cream 5% ",,,,,Misc,N/A,
518b71c3-5e6b-4146-8c33-6fecfebd2b1b,,"Adrenaline 1mg/ml ","Adrenaline 1mg/ml ",,,,,Misc,N/A,
12089b10-acaf-4338-b716-8c6524104fbf,,"Albendazole 200mg/5ml ","Albendazole 200mg/5ml ",,,,,Misc,N/A,
3e2b187b-6918-4b9d-9371-0d40a07a0b35,,"Allopurinol 100mg ","Allopurinol 100mg ",,,,,Misc,N/A,
add39d43-6947-49e5-9294-186046441de1,,"Alprazolam 0.25mg ","Alprazolam 0.25mg ",,,,,Misc,N/A,
1ffb354b-b0cf-4f99-a67c-8b1ed49ee29c,,"Amikacin 250mg/2ml ","Amikacin 250mg/2ml ",,,,,Misc,N/A,
3f66012f-42a4-44d2-8fe8-48e4fa874915,,"Amikacin 500mg/2ml ","Amikacin 500mg/2ml ",,,,,Misc,N/A,
fd14a119-f4e7-4f80-9e63-2fcd3e9fb7d5,,"Amitriptyline 25mg ","Amitriptyline 25mg ",,,,,Misc,N/A,
9e9ccce7-e204-4750-91e1-39ff88a74652,,"Amlodipine 2.5mg ","Amlodipine 2.5mg ",,,,,Misc,N/A,
50a9a1f5-5e1e-4468-ba8b-b795244e7e36,,"Amlodipine 5mg ","Amlodipine 5mg ",,,,,Misc,N/A,
0ef47d93-04bc-4d32-8d9c-fd588fa938b6,,"Amlodipine & Atenolol 5mg + 50mg ","Amlodipine & Atenolol 5mg + 50mg ",,,,,Misc,N/A,
56713083-b271-45bb-886f-50cfb6887d7c,,"Amoxicillin 250mg ","Amoxicillin 250mg ",,,,,Misc,N/A,
e8b3b060-64f9-4dba-ac9b-d4b496cb5b4d,,"Amoxicillin 125mg ","Amoxicillin 125mg ",,,,,Misc,N/A,
0bd6ac5f-4d4a-4ed1-be7f-a1323f387859,,"Amoxicillin 125mg/5ml ","Amoxicillin 125mg/5ml ",,,,,Misc,N/A,
ad3efb6a-596b-47c6-bee1-d03af942a7a4,,"Amoxicillin 250mg ","Amoxicillin 250mg ",,,,,Misc,N/A,
9fd92a0f-3a42-45a6-af56-63472f292f04,,"Amoxicillin 500mg ","Amoxicillin 500mg ",,,,,Misc,N/A,
ba3637cf-a707-4dea-9c77-4acb44dc255f,,"Amoxicillin & Clavulanic Acid 500mg + 125mg ","Amoxicillin & Clavulanic Acid 500mg + 125mg ",,,,,Misc,N/A,
c36bb987-1f1f-4fc4-bfd9-a8bb73692cd2,,"Amoxicillin & Clavulanate 200mg + 28.5mg/5ml ","Amoxicillin & Clavulanate 200mg + 28.5mg/5ml ",,,,,Misc,N/A,
4f347dca-8af0-409b-91d1-b555fa00844b,,"Amoxicillin & Cloxacillin 125mg + 125mg/5ml ","Amoxicillin & Cloxacillin 125mg + 125mg/5ml ",,,,,Misc,N/A,
f444161f-f2f4-4457-a263-374cb1e297dc,,"Amphotericin B 50mg ","Amphotericin B 50mg ",,,,,Misc,N/A,
e3f9f29a-f09b-494b-bd4a-c166996761e7,,"Ampicillin 1000mg/5ml ","Ampicillin 1000mg/5ml ",,,,,Misc,N/A,
6011c51e-6898-425f-8ed7-e1e9daa7e746,,"Ampicillin 500mg/2ml ","Ampicillin 500mg/2ml ",,,,,Misc,N/A,
815d0188-dcd0-49fa-ab37-1e412c4178d8,,"Ampicillin & Cloxacillin 1000mg/5ml ","Ampicillin & Cloxacillin 1000mg/5ml ",,,,,Misc,N/A,
e1b0a623-1028-4ed2-80b7-4d8f896fcb6f,,"Ampicillin & Cloxacillin 125mg + 125mg /40ml ","Ampicillin & Cloxacillin 125mg + 125mg /40ml ",,,,,Misc,N/A,
ca5cd44e-3f63-4394-a8c3-b1554248c4c8,,"Ampicillin & Cloxacillin 250mg + 250mg ","Ampicillin & Cloxacillin 250mg + 250mg ",,,,,Misc,N/A,
92456251-2c2d-4e1a-b1a7-f48c18247d16,,"Ampicillin & Cloxacillin 500mg + 500mg/5ml ","Ampicillin & Cloxacillin 500mg + 500mg/5ml ",,,,,Misc,N/A,
b2b752f5-0d95-483e-acda-2748cade8c54,,"Antacid 180ml ","Antacid 180ml ",,,,,Misc,N/A,
1769575e-cb00-4e1d-b0e4-ee9c85a883b9,,"Antacid 700mg ","Antacid 700mg ",,,,,Misc,N/A,
8a59a7d0-90b6-414f-9267-09dd41679da0,,"Antioxidant Supplement 1mg ","Antioxidant Supplement 1mg ",,,,,Misc,N/A,
1849dba5-2092-47ad-ab00-4d5312ae290a,,"Aspirin 75mg ","Aspirin 75mg ",,,,,Misc,N/A,
92881a1b-5a7e-442f-b33a-2dbf56eb0b5c,,"Atenolol 25mg ","Atenolol 25mg ",,,,,Misc,N/A,
2ed44dc5-9064-4ad6-b952-3e31c3a34f96,,"Atenolol 50mg ","Atenolol 50mg ",,,,,Misc,N/A,
8139f118-59d2-47fd-9f2c-9eb18e2e02c7,,Atenolol 100mg,Atenolol 100mg,,,,,Misc,N/A,
139c1ee6-844b-4894-ac3d-dfcaeaa4d04f,,"Atorvastatin 10mg ","Atorvastatin 10mg ",,,,,Misc,N/A,
0580abde-bd53-414f-9b86-c858d8d8e912,,"Atorvastatin 20mg ","Atorvastatin 20mg ",,,,,Misc,N/A,
48d2db6b-6057-40c6-9e4d-8c57c5d22b66,,"Atropine 0.6mg/ml ","Atropine 0.6mg/ml ",,,,,Misc,N/A,
b6ea9096-9be0-4a04-8b2b-db2d1915e1f0,,"Azithromycin 100mg/5ml ","Azithromycin 100mg/5ml ",,,,,Misc,N/A,
3fa3fd22-8d94-4848-a3c7-fbf456dc853d,,"Azithromycin 200mg/5ml ","Azithromycin 200mg/5ml ",,,,,Misc,N/A,
f955c4a8-0afa-4f00-b063-2861889770f8,,"Azithromycin 250mg ","Azithromycin 250mg ",,,,,Misc,N/A,
c432fbd2-481f-49e4-aaf0-65ebc2318fc1,,"Azithromycin 500mg ","Azithromycin 500mg ",,,,,Misc,N/A,
7f4de591-4ad0-46f5-a33b-8967510f6b6a,,"Beclomethasone Dipropionate 200mcg/dose ","Beclomethasone Dipropionate 200mcg/dose ",,,,,Misc,N/A,
054195f5-cfb5-4457-bc2b-12fedb6d2b40,,"Benzathine Penicillin 1.2 Million IU ","Benzathine Penicillin 1.2 Million IU ",,,,,Misc,N/A,
4d244cde-69ee-4d56-8cde-77302a0ad41d,,"Benzoic & Salicylic Acid 6% + 3% ","Benzoic & Salicylic Acid 6% + 3% ",,,,,Misc,N/A,
3a403850-b481-4732-94f1-4a80abc6cefb,,Benzoyl Peroxide 5% Gel,Benzoyl Peroxide 5% Gel,,,,,Misc,N/A,
a67cd0d2-b71a-4ade-bd34-4d00bbbf9b59,,Betamethasone 0.1% Ear/Eye/Nose Drops,Betamethasone 0.1% Ear/Eye/Nose Drops,,,,,Misc,N/A,
0a820400-ed19-469f-bc74-82c3603d348e,,Betamethasone 0.1% Cream,Betamethasone 0.1% Cream,,,,,Misc,N/A,
d03d6fe3-3069-4829-9450-73da5be2d78d,,Betamethasone + Neomycin 0.1% + 0.5%,Betamethasone + Neomycin 0.1% + 0.5%,,,,,Misc,N/A,
4d25f55b-582b-46e8-9b3e-1c5861eda607,,"Bupivacaine Hydrochloride 0.5% ","Bupivacaine Hydrochloride 0.5% ",,,,,Misc,N/A,
6187bc55-1cb6-47cf-8f0d-5bc205915075,,"Caffeine Citrate 20mg/ml ","Caffeine Citrate 20mg/ml ",,,,,Misc,N/A,
d7322e8c-1682-490d-a466-98ba76873503,,"Calamine 8% ","Calamine 8% ",,,,,Misc,N/A,
47b83434-c97f-4a75-b11a-ac099861a0dc,,"Calcium 500mg ","Calcium 500mg ",,,,,Misc,N/A,
41041a50-03ba-40ac-a5a6-c765e27168d7,,"Calcium Gluconate 10% 100mg/ml ","Calcium Gluconate 10% 100mg/ml ",,,,,Misc,N/A,
8cc81c44-fe4e-4a40-b69d-09e50d2bc641,,"Carbamazine 100mg ","Carbamazine 100mg ",,,,,Misc,N/A,
9c110f2c-cdd1-43f1-a769-46351171dd15,,"Carbamazine 200mg ","Carbamazine 200mg ",,,,,Misc,N/A,
ed98905a-3210-45f3-a700-051d0bbb2a9c,,"Carbamazine 400mg ","Carbamazine 400mg ",,,,,Misc,N/A,
f5cea7ea-4896-41e3-9a61-cfa90249d131,,"Cefadroxil 250mg ","Cefadroxil 250mg ",,,,,Misc,N/A,
6e3874a2-e4c7-4ba1-8f11-dcf9fa2a3e2e,,"Cefadroxil 250mg/5ml ","Cefadroxil 250mg/5ml ",,,,,Misc,N/A,
11a0c97f-f57f-43e8-aee0-8fe5501be272,,"Cefadroxil 500mg ","Cefadroxil 500mg ",,,,,Misc,N/A,
2a3822e6-d532-4683-a4e4-e2f9f81ba99d,,"Cefazolin 1000mg ","Cefazolin 1000mg ",,,,,Misc,N/A,
9f97216e-f5eb-49b9-8437-6ca3de376e73,,"Cefepime 1g ","Cefepime 1g ",,,,,Misc,N/A,
22bae931-48be-4c04-902c-cf035be6a86e,,"Cefixime 200mg ","Cefixime 200mg ",,,,,Misc,N/A,
e522cc3e-4b47-46da-9c23-d0d87dcc2a88,,"Cefixime 400mg ","Cefixime 400mg ",,,,,Misc,N/A,
3113db9f-b066-461e-90a8-aef65923f479,,"Cefixime 50mg/5ml ","Cefixime 50mg/5ml ",,,,,Misc,N/A,
1b178153-e398-426d-8ccc-10e685490086,,"Cefotaxim 1000mg/5ml ","Cefotaxim 1000mg/5ml ",,,,,Misc,N/A,
1ca495b1-50ee-4843-a203-f92ce200f0b4,,"Cefotaxim 500mg/5ml ","Cefotaxim 500mg/5ml ",,,,,Misc,N/A,
124773d2-c73e-4241-8c42-e7c121756049,,"Ceftazidime 1g ","Ceftazidime 1g ",,,,,Misc,N/A,
b91a79bf-b94c-45a6-bb80-f08b1d0c58e5,,"Ceftriaxone 1000mg/5ml ","Ceftriaxone 1000mg/5ml ",,,,,Misc,N/A,
0a814cc5-f7ed-4450-b9c5-fee126d7f789,,"Ceftriaxone 250mg/5ml ","Ceftriaxone 250mg/5ml ",,,,,Misc,N/A,
bef12250-b78f-488e-b6d6-5ff883afc557,,"Cetirizine 10mg ","Cetirizine 10mg ",,,,,Misc,N/A,
68bf9f5d-5009-44d7-94b6-2e5b1d38655a,,"Cetirizine 5mg/5ml ","Cetirizine 5mg/5ml ",,,,,Misc,N/A,
7c6beea9-e6ba-4620-9dbb-d432309fbe47,,"Chlordiazepoxide 10mg ","Chlordiazepoxide 10mg ",,,,,Misc,N/A,
8c2fdd55-5c81-4c8a-bf46-18b0e54640e9,,"Chlordiazepoxide 25mg ","Chlordiazepoxide 25mg ",,,,,Misc,N/A,
02f638bb-6e90-476a-971a-a75ac6fd84a2,,"Chlorhexidine Gluconate 0.2% ","Chlorhexidine Gluconate 0.2% ",,,,,Misc,N/A,
d2a5daed-f5da-44eb-8582-da22a28de790,,"Chloroquine 250mg ","Chloroquine 250mg ",,,,,Misc,N/A,
7d70b027-182a-433a-bbb7-4a6f3a445c5b,,"Chlorpheniramine 4mg ","Chlorpheniramine 4mg ",,,,,Misc,N/A,
dde88a24-5f59-4008-bb0c-7af2d9784837,,"Chlorpromazine 100mg ","Chlorpromazine 100mg ",,,,,Misc,N/A,
3cc15c79-11f5-4d59-91de-f094cb074435,,"Chlorpromazine 25mg ","Chlorpromazine 25mg ",,,,,Misc,N/A,
4320609e-9f66-4c37-907f-3556fa6f3df4,,"Chlorpromazine 50mg ","Chlorpromazine 50mg ",,,,,Misc,N/A,
189dde73-c046-472c-90a3-b87e55da96a7,,"Ciprofloxacin 0.3% ","Ciprofloxacin 0.3% ",,,,,Misc,N/A,
2f231340-10b1-44c8-b069-fbb97d129c26,,"Ciprofloxacin 0.3% ","Ciprofloxacin 0.3% ",,,,,Misc,N/A,
0bbe1138-4fd8-45d9-9560-33bb7e4d7e59,,"Ciprofloxacin 200mg/100ml ","Ciprofloxacin 200mg/100ml ",,,,,Misc,N/A,
a7c6c779-92ae-4c4a-a20c-bc73a1ecdf63,,"Ciprofloxacin 250mg ","Ciprofloxacin 250mg ",,,,,Misc,N/A,
3703f089-44e4-4956-a413-786c0ccca0b5,,"Ciprofloxacin 500mg ","Ciprofloxacin 500mg ",,,,,Misc,N/A,
49caa1a3-03ae-4441-a33c-a2eb7d67c441,,"Clarithromycin 500mg ","Clarithromycin 500mg ",,,,,Misc,N/A,
7e4638a9-74ba-44e2-aaf3-ebc411f34246,,Clarithromycin 250mg,Clarithromycin 250mg,,,,,Misc,N/A,
dc1a7033-4ac3-4df8-87c3-af7166007138,,"Clobazam 5mg ","Clobazam 5mg ",,,,,Misc,N/A,
439e8f9d-c122-4faa-a10f-a7f9c7349d67,,"Clobetasol Propionate 0.05% ","Clobetasol Propionate 0.05% ",,,,,Misc,N/A,
535baeac-031c-4f67-8d5e-102df0e27e36,,"Clonazepan 0.5mg ","Clonazepan 0.5mg ",,,,,Misc,N/A,
484d283e-88a1-4e3b-82c2-81a38fe1595f,,Clonazepan 1mg,Clonazepan 1mg,,,,,Misc,N/A,
b4418405-2ee3-44e9-8247-e12d47407299,,"Clotrimazole & Lignocaine 1% ","Clotrimazole & Lignocaine 1% ",,,,,Misc,N/A,
2f9caa42-0f94-4f04-909d-5f21a0a494c3,,"Clotrimazole 1% ","Clotrimazole 1% ",,,,,Misc,N/A,
ddc72d5f-6a8e-42a5-a6b0-64e96eee3c32,,"Clotrimazole 100mg ","Clotrimazole 100mg ",,,,,Misc,N/A,
cfc9e8f5-a085-42c5-ad61-b071193cc81a,,"Clotrimazole 100mg ","Clotrimazole 100mg ",,,,,Misc,N/A,
56c12013-98e1-4977-94b2-9f762a2b5b02,,"Clotrimazole Otic 1% ","Clotrimazole Otic 1% ",,,,,Misc,N/A,
268b5da7-6031-45cc-9f9e-1d3da1eed53c,,"Clove Oil 10ml ","Clove Oil 10ml ",,,,,Misc,N/A,
f732c6f3-5332-4066-bc6b-d7a17976bce6,,"Cloxacillin 500mg/1.2ml ","Cloxacillin 500mg/1.2ml ",,,,,Misc,N/A,
5b7e62af-85dd-4f5a-90cd-a7a6c24d1a91,,"Codeine Phosphate 15mg ","Codeine Phosphate 15mg ",,,,,Misc,N/A,
