Uuid,Void/Retire,Fully specified name:en,Short name:en,Description:en,...,_version:1,_order:50,Data class,Data type,Answers
47cc0543-f450-458d-8c7d-a03625d11d8a,,Tertiary Graduate and Above,Tertiary Graduate and Above,,,,,Misc,N/A,
bfda38d8-552b-4757-b604-2ee62f5a2a06,,educationStatus,Education Status,,,,,Question,Coded,Not Educated ; Primary Level ; JHS Level ; SHS Level ; Tertiary - Graduate ; Tertiary Graduate and Above
32dc59bd-0e9d-443e-9d8b-0db735bd5f3d,,Ghanaian,,,,,,Misc,N/A,
43b608e4-dd7f-442f-8e9a-638c93efb368,,Nigerian,,,,,,Misc,N/A,
3a9d81db-6adc-4806-a2ad-d1556dbd8d23,,Togolese,,,,,,Misc,N/A,
c0889d9e-b0dc-4571-a9b6-f2b9e7fe7798,,Burkinabe,,,,,,Misc,N/A,
33895caf-6b8a-444f-be5a-91cd7afb31e9,,Ivorian,,,,,,Misc,N/A,
fdfeb11a-279c-40a3-a16a-89f8c3be2a1f,,Other Nationality,,,,,,Misc,N/A,
"d02709e5-b360-4fa5-95d8-b52e19a58864 ",,Nationality,Nationality,,,,,Question,Coded,Ghanaian ; Nigerian ; Togolese ; Burkinabe ; Ivorian ; Other Nationality
93a83379-65d6-48b9-83af-d2fba7767bc4,,Christian,,,,,,Misc,N/A,
6cc16f14-1081-4801-9a41-c6f483bd9f55,,Moslem,,,,,,Misc,N/A,
ab2d8067-dcad-431b-a44d-4874d2b084aa,,Traditionalist,,,,,,Misc,N/A,
ea0cb587-c905-4db1-a6a3-7b6531b610c7,,Other Religion,,,,,,Misc,N/A,
0ce94e27-354e-4ec5-87d5-5f38c83eecc3,,Religion,,,,,,Question,Coded,Christian ; Moslem ; Traditionalist ; Other Religion
3ed01b7d-a6cb-448d-b23c-14918d0e2e0b,,Bono,,,,,,Misc,N/A,
5637024d-0759-4234-ba98-e501b9c74c49,,Fanti,,,,,,Misc,N/A,
a013984d-9e97-47f4-8a5f-1c7e8a3a2ac3,,Ashanti,,,,,,Misc,N/A,
1f083c84-e888-4028-ba7c-81d9cf0e2827,,Ewe,,,,,,Misc,N/A,
bfe065a1-3a68-4350-8254-464d2acb9920,,Ga,,,,,,Misc,N/A,
9ff08ddd-93dc-4957-82d6-09a7ab94f121,,Fante,,,,,,Misc,N/A,
bc23565e-316f-4fee-8fd7-2da24a547d60,,Dagarti,,,,,,Misc,N/A,
250bc574-c4d4-4d47-a0c4-11d6266a19bb,,Dagomba,,,,,,Misc,N/A,
f18055c7-7b97-4167-bc76-f574e55a3c05,,Hausa,,,,,,Misc,N/A,
18930106-cc4f-4670-b75c-b2eaab1994e3,,Gonja,,,,,,Misc,N/A,
4ad53ffc-0a2d-49a1-958e-f3a577e958a0,,Other tribe,,,,,,Misc,N/A,
286bc40d-621f-4718-9cc2-a0978828a422,,Tribe,Tribe,Tribe,,,,Question,Coded,Bono ;  Fanti ;  Ashanti ; Ewe ; Ga ; Fante ; Dagarti ; Dagomba ; Hausa ; Gonja ; Other tribe
741b1861-6266-4d57-aeb2-0a30d82b7783,,English,,,,,,Misc,N/A,
8e82e489-fd04-49bf-ab31-1f904ea77384,,Twi,,,,,,Misc,N/A,
8e808780-6ce8-486c-a52a-08554c93dc9a,,preferredLanguage,Preferred Language,,,,,Question,Coded,English ; Twi ; Fante ; Ga ; Ewe ; Hausa ; Dagarti
7a331775-75e8-4414-abc8-eb0a9cd11ac5,,"Section 48, MHA (2012)",,,,,,Misc,N/A,
b9d06606-5b32-4fb9-bc38-3b8995c6f2dc,,"Section 42, MHA (2012)",,,,,,Misc,N/A,
5f087c1d-9c07-4d7a-aacd-baa1e0641274,,"Section 46, MHA (2012)",,,,,,Misc,N/A,
"7585ad85-d5ff-49d7-bd02-b44b0c07dfd0 ",,Voluntary Patient,,,,,,Misc,N/A,
d376655d-e7a2-40b2-84e4-b770ecabcf6e,,"Section 68, MHA (2012)",,,,,,Misc,N/A,
7be489e2-716c-4613-97bb-23b5dcf65109,,"Section 76, MHA (2012)",,,,,,Misc,N/A,
cfa76e97-b495-4f5d-980c-8c01f7b83d1a,,legalstatus,Legal Status,,,,,Question,Coded,"Section 48, MHA (2012) ; Section 42, MHA (2012) ; Section 46, MHA (2012) ; Voluntary Patient ; Section 68, MHA (2012) ; Section 76, MHA (2012)"
96834022-e9ad-4980-bb60-f7b47a708517,,Section Upheld,,,,,,Misc,N/A,
e2a3c058-11c4-4549-9e44-b189ce97cec3,,Section Overruled,,,,,,Misc,N/A,
dbd07ce4-4250-4cbc-87d2-aadc451f5547,,outcomeofAppealAgainstSection,Outcome of Appeal Against Section,,,,,Question,Coded,Section Upheld ; Section Overruled
"71f963f1-0705-4e8c-8578-90f6ed9f888f ",,Urticarial rash or pruritus,,,,,,Misc,N/A,
d341b73f-5a5d-45a4-8bf3-59058463a8a2,,Anaphylaxis,,,,,,Misc,N/A,
18221f77-0f3d-47ad-af81-46aa01be8b52,,Other Allergic Reactions,,,,,,Misc,N/A,
af952b89-169a-4b26-bf3f-bee460a09278,,typesofAllergicReactions,Types of Allergic Reactions,,,,,Question,Coded,Urticarial rash or pruritus ;Allergic rhinitis ; Dyspnea ; Anaphylaxis
"9dbcbae6-9d10-46d0-9b5e-98e461de6d88 ",,"Main Risk(s),Risk of violence/Aggression",Risk of violence/Aggression,,,,,Misc,N/A,
329109a8-88ed-4ade-9d60-d083cc5316f1,,"Main Risk(s),Risk of suicide",Risk of suicide,,,,,Misc,N/A,
"8d7b0974-aa59-403e-bf9d-ec5ffa64f1e8 ",,"Main Risk(s),Risk of accidental injury",Risk of accidental injury,,,,,Misc,N/A,
5457f7d6-e93b-47fe-9900-2ac4fd9678ab,,"Main Risk(s),Risk of  DSH / OD",Risk of  DSH / OD,,,,,Misc,N/A,
88badbc3-88f1-4f73-be4e-58bfec809126,,"Main Risk(s),Risk of Sexual/financial exploitation",Risk of Sexual/financial exploitation,,,,,Misc,N/A,
"f835dd68-8256-41b0-95b3-9f159baca294 ",,mainRisks,Main Risk(s),,,,,Question,Coded,"Main Risk(s),Risk of violence/Aggression ; Main Risk(s),Risk of suicide ; Main Risk(s),Risk of accidental injury ; Main Risk(s),Risk of  DSH / OD ; Main Risk(s),Risk of Sexual/financial exploitation"
0b87a007-3334-422a-90c3-779a4dfd5f34,,Little/No Risk,Little/No Risk,,,,,Misc,N/A,
85a445db-3810-4b92-87da-779517c4c1a7,,severityofRisk,Severity of Risk,,,,,Question,Coded,Little/No Risk ; Low Risk ; Moderate Risk ; High Risk
e5c9affd-d3c1-4e40-b721-69ec442a8626,,Standard Care,Standard Care,,,,,Misc,N/A,
55de8e4f-1f99-47b4-91f9-e41bf0cee3fb,,Enhanced Care,Enhanced Care,,,,,Misc,N/A,
bf8b287d-820a-43fd-9af3-5f486af0cc4f,,overallIntensityofCare,Overall Intensity of Care,,,,,Question,Coded,Standard Care ; Enhanced Care
287eae29-3cb4-4b29-b31a-48756e4e3619,,Nil Outstanding,Nil Outstanding,,,,,Misc,N/A,
"3776b754-7dc3-4320-b221-213d85e7dd28 ",,All Baseline Checks,,,,,,Misc,N/A,
fafcb441-4d12-4cc3-8258-41e85d592e47,,Weight Measurement Results,,,,,,Misc,N/A,
dc75195e-64f3-4346-883f-b6f602d7cda0,,Urine Screen Results,,,,,,Misc,N/A,
93f4392b-1c57-4107-a13e-6880c90ce290,,Laboratory (Blood) Results,,,,,,Misc,N/A,
3ada86f2-a8e1-4d0e-8f5d-896fc1b9c741,,ECG Results,,,,,,Misc,N/A,
94cb2d2f-8a19-47d9-8c98-ede9fe3b0486,,Check Vital Results,,,,,,Misc,N/A,
f72f32b8-85ed-423d-abfc-a2d3f74efea9,,Check Physicals Results,,,,,,Misc,N/A,
1c8bfbf9-9a21-48d0-99c2-ab2695299a25,,Psychometrics Results,,,,,,Misc,N/A,
aa7947e3-51de-4857-b5ea-52cf5dceaf33,,Unpaid Bills,,,,,,Misc,N/A,
0b93f4b4-9954-4f58-ae9d-edebb2a7bd48,,Carer Collateral Information,,,,,,Misc,N/A,
eae0b18c-9249-4835-a5ff-7bef1eb654bf,,Case Discussion,,,,,,Misc,N/A,
28059b64-ad9e-4b6f-be2c-c5df30554ba7,,Medication Review,,,,,,Misc,N/A,
68aa507d-92c7-499e-9517-94423eac6dab,,outstandingItem(s)1,Outstanding Item(s)-1,,,,,Question,Coded,Nil Outstanding ; All Baseline Checks ; Weight Measurement Results ; Urine Screen Results ; Laboratory (Blood) Results ; ECG Results ; Check Vital Results ; Check Physicals Results ; Psychometrics Results ; Unpaid Bills ; Carer Collateral Information ; Case Discussion ; Medication Review
d7d402a7-a84b-49c4-8474-42b033dd98c0,,outstandingItem(s)2,Outstanding Item(s)-2,,,,,Question,Coded,Nil Outstanding ; All Baseline Checks ; Weight Measurement Results ; Urine Screen Results ; Laboratory (Blood) Results ; ECG Results ; Check Vital Results ; Check Physicals Results ; Psychometrics Results ; Unpaid Bills ; Carer Collateral Information ; Case Discussion ; Medication Review
7936d565-c74b-45c0-961d-f5182dca2b48,,outstandingItem(s)3,Outstanding Item(s)-3,,,,,Question,Coded,Nil Outstanding ; All Baseline Checks ; Weight Measurement Results ; Urine Screen Results ; Laboratory (Blood) Results ; ECG Results ; Check Vital Results ; Check Physicals Results ; Psychometrics Results ; Unpaid Bills ; Carer Collateral Information ; Case Discussion ; Medication Review
125f10a2-e0c4-4650-b218-5169af92909e,,outstandingItem(s)4,Outstanding Item(s)-4,,,,,Question,Coded,Nil Outstanding ; All Baseline Checks ; Weight Measurement Results ; Urine Screen Results ; Laboratory (Blood) Results ; ECG Results ; Check Vital Results ; Check Physicals Results ; Psychometrics Results ; Unpaid Bills ; Carer Collateral Information ; Case Discussion ; Medication Review
